user_id,user_name,user_url,taste_cnt,follower_cnt,following_cnt
323,dejarrod,https://distiller.com/profile/dejarrod,0,0,3
324,jonathanlee29,https://distiller.com/profile/jonathanlee29,15,2,3
325,Skymecca,https://distiller.com/profile/skymecca,94,30,30
326,Sippy,https://distiller.com/profile/sippy,0,10,27
327,Kevin-Grist,https://distiller.com/profile/kevin-grist,4,0,16
328,Andrew-Peek,https://distiller.com/profile/andrew-peek,40,1,13
329,danej,https://distiller.com/profile/danej,0,0,10
330,Podge,https://distiller.com/profile/podge,2,1,3
331,Tim-Pinel,https://distiller.com/profile/tim-pinel,1,0,1
332,johnlikesbourbon,https://distiller.com/profile/johnlikesbourbon,2,0,8
333,mrdaveo,https://distiller.com/profile/mrdaveo,28,2,8
334,peterl,https://distiller.com/profile/peterl,1,1,4
335,Dee-Fales,https://distiller.com/profile/dee-fales,0,0,3
336,ToddCrawford,https://distiller.com/profile/toddcrawford,60,23,16
337,Keaton,https://distiller.com/profile/keaton,46,16,17
338,Carlos-Pereira-Jr,https://distiller.com/profile/carlos-pereira-jr,13,0,16
339,ghaneon,https://distiller.com/profile/ghaneon,25,0,8
340,raulh,https://distiller.com/profile/raulh,0,0,4
341,akbudd,https://distiller.com/profile/akbudd,4,0,3
342,amg,https://distiller.com/profile/amg,48,0,2
343,Coxy555,https://distiller.com/profile/coxy555,0,0,1
344,MichaelMcD,https://distiller.com/profile/michaelmcd,14,0,1
345,PSKChen,https://distiller.com/profile/pskchen,33,0,2
346,theshanewaldrop,https://distiller.com/profile/theshanewaldrop,0,1,23
347,Nachoayuso,https://distiller.com/profile/nachoayuso,18,0,5
348,samiam430,https://distiller.com/profile/samiam430,19,0,3
349,Sofa_Guy,https://distiller.com/profile/sofa_guy,0,0,8
350,Gon-alo-Brito,https://distiller.com/profile/gon-alo-brito,1,3,4
351,Mike11,https://distiller.com/profile/mike11,2,1,0
352,Alberto-Sanchez1,https://distiller.com/profile/alberto-sanchez1,2,1,6
353,scott-743,https://distiller.com/profile/scott-743,0,1,4
354,ScrabbleMonopoly,https://distiller.com/profile/scrabblemonopoly,20,0,16
355,Joe-Nassau,https://distiller.com/profile/joe-nassau,3,4,2
356,Derek-Denney,https://distiller.com/profile/derek-denney,6,1,3
357,Owlcrew,https://distiller.com/profile/owlcrew,3,0,3
358,cindypt77,https://distiller.com/profile/cindypt77,7,1,2
359,RicardoMelo,https://distiller.com/profile/ricardomelo,5,0,1
360,Bhavesh-Darji,https://distiller.com/profile/bhavesh-darji,0,0,4
361,kaysmith,https://distiller.com/profile/kaysmith,48,3,4
362,rolugomi,https://distiller.com/profile/rolugomi,62,5,2
363,Mike-Schramm,https://distiller.com/profile/mike-schramm,0,0,2
364,crenicker,https://distiller.com/profile/crenicker,61,1,4
365,Crrobins,https://distiller.com/profile/crrobins,69,0,1
366,Pierre-Andr-B-gin,https://distiller.com/profile/pierre-andr-b-gin,97,0,2
367,Reno97,https://distiller.com/profile/reno97,0,0,16
368,Silvano,https://distiller.com/profile/silvano,9,0,8
369,Cpastiu,https://distiller.com/profile/cpastiu,4,1,5
370,blp0221,https://distiller.com/profile/blp0221,0,0,1
371,larosefelix,https://distiller.com/profile/larosefelix,5,0,20
372,calebcoomer,https://distiller.com/profile/calebcoomer,11,3,3
373,Tom-Whitt,https://distiller.com/profile/tom-whitt,2,1,1
374,Casey-Neevel,https://distiller.com/profile/casey-neevel,0,0,4
375,dudelston_66,https://distiller.com/profile/dudelston_66,0,0,16
376,Drunken_Islay_Cat,https://distiller.com/profile/drunken_islay_cat,3,0,2
377,jholloway150,https://distiller.com/profile/jholloway150,9,0,1
378,Richard-Royal,https://distiller.com/profile/richard-royal,2,0,2
379,BrandonEggo,https://distiller.com/profile/brandoneggo,12,0,4
380,brunofontes2,https://distiller.com/profile/brunofontes2,16,0,2
381,Felipe-Pinaya,https://distiller.com/profile/felipe-pinaya,0,0,11
382,IceDogAseifa,https://distiller.com/profile/icedogaseifa,12,0,3
383,JR1970,https://distiller.com/profile/jr1970,4,0,1
384,bourbonjosh24,https://distiller.com/profile/bourbonjosh24,0,2,3
385,Chiampa,https://distiller.com/profile/chiampa,1,1,0
386,cmunson,https://distiller.com/profile/cmunson,1,0,3
387,Carlos-Boozer,https://distiller.com/profile/carlos-boozer,5,1,4
388,elder716,https://distiller.com/profile/elder716,0,0,4
389,kd19,https://distiller.com/profile/kd19,0,0,3
390,broncobilly24,https://distiller.com/profile/broncobilly24,14,0,2
391,Mce315,https://distiller.com/profile/mce315,0,0,2
392,MarkZ,https://distiller.com/profile/markz,11,7,13
393,rickggaribay,https://distiller.com/profile/rickggaribay,6,1,17
394,nybimmers,https://distiller.com/profile/nybimmers,0,0,10
395,WhiskeyBlender,https://distiller.com/profile/whiskeyblender,0,9,2
396,BeerNinjaEsq,https://distiller.com/profile/beerninjaesq,226,23,8
397,Phillip-Gallof,https://distiller.com/profile/phillip-gallof,1,0,2
398,aes5320,https://distiller.com/profile/aes5320,4,1,16
399,Brinkie,https://distiller.com/profile/brinkie,3,0,2
400,MSEARLE,https://distiller.com/profile/msearle,10,0,3
401,Petters73,https://distiller.com/profile/petters73,21,0,3
402,Ryan_Wacker,https://distiller.com/profile/ryan_wacker,40,0,4
403,Wes-Mantooth,https://distiller.com/profile/wes-mantooth,0,8,6
404,Niall-Brady,https://distiller.com/profile/niall-brady,33,1,4
405,bulbus1,https://distiller.com/profile/bulbus1,0,0,1
406,gpsarakis,https://distiller.com/profile/gpsarakis,4,0,1
407,Erodjan,https://distiller.com/profile/erodjan,0,0,2
408,Travel_girlb,https://distiller.com/profile/travel_girlb,0,0,2
409,Elsner-Whiskey,https://distiller.com/profile/elsner-whiskey,0,0,1
410,Benazaki,https://distiller.com/profile/benazaki,9,1,2
411,bestgdesign,https://distiller.com/profile/bestgdesign,0,0,1
412,SAND,https://distiller.com/profile/sand,23,8,3
413,CptMurdock,https://distiller.com/profile/cptmurdock,2,0,2
414,cnn44,https://distiller.com/profile/cnn44,0,0,4
415,WVeal,https://distiller.com/profile/wveal,33,2,16
416,David-Handakas,https://distiller.com/profile/david-handakas,0,0,1
417,Ashish-Sheoran,https://distiller.com/profile/ashish-sheoran,0,1,4
418,HuskerLambo,https://distiller.com/profile/huskerlambo,3,0,3
419,divenpuff,https://distiller.com/profile/divenpuff,106,4,9
420,gmmetts,https://distiller.com/profile/gmmetts,1,2,20
